Overall,value,room,location,cleanliness,checkin,service,business,review
2,2,2,1,1,2,2,1,"great hotel , great staff !!we be just back from the radisson in frankfurt and we really love it .the breakfast be very good with very efficient and professional service.the hotel be modern , good elevator , nice restaurant -lrb- a bit expensive for diner -rrb- .the spa and fitness area be not large but enough .it be very well mantain , clean , very good service , sauna , steam room and the swimming pool have a great and amazing view over the city !!!the hotel be located 10 minute by tram from the main central station of frankfurt .the hotel also have several taxi in front of the hotel .internet gratis , tea facility in the room , heated floor in the bathroom .the only min .point be a window between the bedroom and the bathroom , totally unnecessary -lrb- i would never stay with my funny friend in the same bedroom because of this window that have curtine that can be open from the bedroom side ... we love this hotel and will definetly come back.the reception be very friendly , professional and we have a great welcome upon arrive ."
2,2,2,2,2,0,1,-1,"good location a friend and i stay at the movenpick for a few day in november .the good point be the hotel style , the restaurant food , large room with big window that open , and excellent bathroom facility .we also have good service in the bar when there be some confusion about the cocktail we have order , immediately rectify by ` on the house ' - something we should hear more often when mistake be make .despite book a twin room we be first show to a double , and then to a smoking twin when we complain .we have book a non-smoking room but because of they mistake with the twin/double we be leave with no choice but to take a smoking room - not good and the staff be not particularly helpful .that say , we could not tell that it be a smoking room and it be very comfortable .the hotel be well situate near potsdamer platz and berlin be a walkable city .we have a good italian meal in a restaurant on the main road about 100 yd from the hotel and excellent breakfast every morning in a cafe on the corner ."
1,0,2,-1,2,-1,1,-1,"disappointing experience my husand and i recently spend three day at the san juan ritz carlton , begining with easter sunday , and be terribly disappoint with the hotel service , definetely not at par with other rc resort .the staff be polite but not eager to please .have to request silverware on several occasion , while dine on very mediocre food , at the resort restaurant .in general it be not a terrific experience and we would not recommend this resort .also beware of the metropol restaurant across the street .my husband become the recipient of a severe bacterial infestation after eat one of they fish preparation and pretty much spend he time between the bathroom and bed until the antibiotic he prescribe for himself , fortunately he be a physician , kick in on tuesday when it be time to leave .good to be home .wish we have do so .florida instead ."
0,1,0,2,2,0,0,1,"3rd stay 's not the charm !we have stay here 3 time before and decide to stay here again as the location be fantastic and we have good experience with the hotel.this stay be not to be as enjoyable as previous stay !we book this stay some time ago with virgin holiday and be relay excite to be back in san francisco again!on arrive we check in .the holiday inn be spread across 2building , a block apart .a main building and they 2nd building onbeach street .we be check into a double room in the other building.we ask if we could stay in the main building and say that we wouldprefer a king size bed as we be on a anniversary trip .the manager advise we that this be not possible but the room he have allocate we be a lovely room and we should not be disappoint .he say that all they virgin holiday customer be always put up in the 2nd building -lrb- which be strange as we have always book with virgin and have always stay in the main building ! -rrb-.he advise that we would need to go to the other building and show we on a map where it be and where the room was.there be no offer of a bell , and the bell man merely just watch we as we drag we 2 oversized case , cabin luggage and rucksack across the 1 block hike to the other hotel.we arrive at we room and open we curtain to find that we werelook out at a brick wall and we be above the dumpster and service entry .we be so angry at this have be tell that we room would be ` lovely ' we go straight downstairs to talk to someone at reception.the reception in the second building be close -lrb- this be approx 3pm ~ normal check in time -rrb- and there be no concierge on duty either .we have to walk over to the main building to actually speak with someone!we get to the main building and speak with another desk staff employee.we advise they of how dissatisfied we be with we room and that wewant to change .he advise that he would not be able to change we as there be no room available as yet .we ask if any be likely to come available and he be unable to answer as they be unable to view all the room !after a few moment he say he have located one in the main building and it be a much better room .he say we would need to move from the other building .again no offer of a bell or even when we walk past the bell -lrb- bear in mind they be very busy in conversation with each other ! -rrb-.so we return to the 2nd building and get all we luggage together and drag it all back to the main building and find we new room .we new dark room !we be look straight out at a brick wall and still no king size bed as requested!back to the reception desk again where we speak with the most venomous woman i have have the displeasure of deal with !we explain that we be unhappy with the room we have be give and want a new room .to this we be patronise and speak down to .she say that we should never have be move to the main building as it be not policy to have virgin holiday customer in the main building ~ they be all put up in the 2nd building .we explain that we do not want to stay in the 2nd building and would prefer the main building .we also explain that we have previously book with virgin and have always stay in the main building .this woman then make out that we be lie and say there be nothing much that she could do .bear in mind that while all this be go on she be wear a badge that say ` it be all about you ' !!what a joke.after some time she start look at room mutter ` if you be n'thappy with that then you will not be happy with this one ' .in less that 10 minute this woman have get to know we so well that she know what I and my husband would like !she try to move we back to we original room -lrb- the one overlook the dumpster -rrb- to which we refuse and she finally find we a room in the main building .again we have to move you own luggage to a room that be one floor higher than we previous room and overlook the same brick wall!at this point we be exhaust from we transatlantic flight and theluggage move we have be do !we decide to settle as it appear that holiday inn fisherman 's wharf be no longer ` all about you !` after the worst night sleep ever -lrb- the room be over the garbage andservice entry on the main building -rrb- we decide to try the reception desk one last try to see if any room have become vacant during the morning.we speak to a fantastic lady -lrb- remi -rrb- who be very sympathetic to ourneed and search out a room for we .she find one which be stillbee clean but put a rush on it for we .everything that the previous day staff say be not possible be suddenly very possible !we be in we new room within the hour !remi also offer to have we luggage move for we ~ something that we have not be offer before either!our new room be great ~ remus have upgrade we to the 5th floor -lrb- the only real difference in the actual room be you get a microwave -rrb- .but we be high enough up not to hear any of the service lorry noise and we actually have a view of the city!we go along to we ` virgin holiday rep ' meeting and speak with other holiday traveller there .and what a surprise , most of these be in the main building .so this so call policy of put virgin customer in the 2nd building seem a bit suspect to me.our stay be fantastic after remus sort thing out for we .we nearly cancel we stay and move across the street due to the previous night farce at reception!if you be a virgin holiday customer , and be stay for 4night ormore , make sure you attend the welcome meeting and get you free baycruise -lrb- worth $ 21 dollar each -rrb- .the virgin rep do not like to give these out unless he be pressed!would i stay here again - no !one bad experience at check in have ruin 5 year good work by this hotel !"
2,1,2,1,2,2,2,-1,"group like this hotel i be a travel agent in st. loui and eight of my group with my husband and i stay here for two night -lrb- may 8th 9th -rrb- .this be a very modern hotel with a welcome front desk person .room be clean with a free minus bar which includedtwo water , two beer , and two juice which be restock each day .the breakfast be substantial and vary .this hotel ispretty far from las ramblas but there be a bus station and ametro station about two block away .be sure to have the hotel ` saddress with you as some cab driver have difficulty locate thehotel without the specific address .i do recommend this hotel as long as you know that it be about a mile from some of the mainattraction of barcelona .i book we reservation through a travel company call euro connection ."
1,1,2,2,2,0,2,2,"nice view stay at intercontinental miami 2 week ago for few day .overall , the stay be fine .we stay at this hotel about 4 yr ago when it be brand new .the room be show its age .since i be a ambassador member , get upgrade to a bay view executive room with a great view just like 4 year ago .the service i receive at the club lounge be impeccable , but again , the club and its facility be show its age .need to be update .the spa and gym be under renovation and the temporary work out facility be a disgrace .last complaint .the front desk girl let a guy cut in front of the line while other people be wait for 10 minute .need better training from the upper management .other than this unpleasant incident , the stay be fine ."
0,2,0,1,1,0,0,1,"definitively for teens only ?we arrive around 10:30 at night my husband and i. so at the airport of punta cana we decide to take a taxi -lrb- $ 33.00 we -rrb- but the road to go there at night be pretty scary .anyway i would not suggest to take a taxi at night because they just speak spanish and you cant ask they where they be going.the reception be very nice on a first point a view , but small .also on the weekend they have a lot of they clientele wich be from punta cana .we have try to upgrade to the elite club on friday night and all those local people have already take the elite for 2 day .this be very unfortunate that we tourist be leave out and can upgrade until monday .the room 9217 : do not take this room it have that musty scent that do not go away even after 6 day .we have to buy a spray but this last 5 minute .it be like sleep in a cave .the room service be bad cause we ask for towel at 4:30 never get they decide to go to the reception at 8:30 and never get they ... we use the little one .also 2 double bed when we ask it be suppose to be a queen bed ???we have a kingf at home it be like sleep in a single bed.food : average , we really like to eat at route 66 the steak be good but the atmosphere be very loud.entertainment : at the lobby great group of jaz singers.beach : very beautiful and clean but full of young people and very noisy .also boat pass every 5 minute with the fuel scent this be not a nice thing to smelll so often.we would not go back to this resort at all we have make a error by let the travel agent pick this one for we .i would say that this it be a place for people between 20 to 28 year old.having be in november to the paridisus palma real this be a 3 star resort .every positive and negative review that i have be write be all true .even the bad odor around the lobby be due to the septic thank place to close to this hotel and belong to the resort next door .when we walk close to the casino we can have a few bad snif.pick another resort if you want service , nice room and not such a nasty smell resort -lrb- at the beach , in the room and around the lobby -rrb- ."
0,0,1,2,0,1,0,-1,"disappointing at best upon check into the hotel we be please with we choice and the room be decent and clean .we main problem come at the pool , the restaurant and the cleaning staff.first be at the pool , where you have to get you own drink and menu unless you want to wait a hour - seriously - for a server to come by .the staff also neglect to pickup any empty drink so by about 3pm the pool deck be litter in discard fruit and empty cup roll across the concrete .we once ask for help after spilling a drink and be tell by the waitress it be not my job.the clean staff do a good job , but would see we leave we room in the morning , we would be go for 4 hour ... then when we would return , within 30 minute we would get a knock on the door for housekeeping .they could never make up the room while we be go .this happen daily .facility be ok - service poor ."
0,0,0,2,0,0,0,1,"awful we have research different hotel option in old san juan and decide to stay at da house on calle san francisco .there be no problem book it online .i still call they and discuss different room option and go with they advise of a $ 120/night room with terrace access .we be tell that the only people have access to it besides we would be those live in the other room accross the hallway from we .the first night at 4 be i be awaken by someone chatting over my head .before go to bed i leave the terrace door slightly open for air circulation , so i look outside and find two drunk girl sit at we terrace table which be literally 2 foot away from the room door smoking and talk aloud .i close the door make sure they hear the sound of it but my hint be not understand and chat and smoke continue .i have to go downstairs to the consierge and talk to he about this nonsense .he come up with I and escort the girl out promising I that they will post the sign on the terrace door inform guest that the terrace be close for public access after 10:30 pm .it be not enough space on the terrace to keep the room connect with it private enough for the amount of money one would pay -lrb- $ 120/night be not cheap , at least for we -rrb- .the sign do not appear until the day after -lrb- not on the next day -rrb- .on the third day we come to the room at 6pm and find it exactly the way we leave it in the morning -lrb- quite untidy , sorry -rrb- .i call the consierge and be tell that the maid have issue and have to live early .that be it , no appology , no promise to straighten the situation , no intention to correct it what so ever .i ask what we should do about the dirty linnen and towel and all now and be tell that there be nothing to do about it , but if i want they could change we towel .do they really expect I not to want it ?!!anyway , we go out that night and when we come back , the bed be do but as i check the linnen , it be the same old one , the floor be dirty as well .finally , on we last day we have to check out by 12pm but we plane be at 5:20 pm , so we have some time and i ask a consierge the night before if we could leave we backpack with he -lrb- and there be a big staff room there with lot of space -rrb- for a couple of hour and he say no problem , but when we come to check out the next day there be a different girl at the desk and she tell we there be a 5 $ fee for they to look after we backpack after checkout .we have travel for the last 15 + year and never , i mean never be charge for such little courtesy thing as watch we luggage while we be wait for we airport ride .when i tell this to the girl and the desk she start to raise she voice at we .when i try to tell she that we be probably entitle for a little break consieder all the nonsense we have to deal with here she start plain yell at we .that be how we leave this place .the city itself and its people at large be wonderfull .bottom line , da hous be da nonsense .do not spoil you trip by stay there ."
2,2,2,2,2,0,2,2,"special offer it be we honeymoon trip and we be expect a wonderful stay , but it be a little bit disappont that the stuff try to move we into another hotel -lrb- sheraton waikikus -rrb- - although there be plenty of room available at that time -lrb- not overbook -rrb- , probably because we book the hotel with a discounted rate .my wife really want to stay at the hotel , and this special offer -lrb- as they say -rrb- ruin we stay .the facility be nice , but they service be below average -lrb- at least -rrb- for we ."
2,2,2,0,2,2,2,-1,"what a plce !!!stay for 4 night in july , love it .have a room in the 32nd floor , great view of the city .room be very clean , large size , have a sofa , mini bar , large bathroom with shower , everything we need .didnt try out the tennis court , but do the swimming pool .such a weird feeling swimming at look out from the 27th floor , be amazing.only down side be the location , be a fair walk to a lot of the main attraction , which be ok to start with , but really drain on we by the end .try to stay in west tower , some building work outside the east.look out for offer , i get $ 130 off a night"
1,1,0,2,1,2,1,0,good overall .the villa
0,0,0,1,0,1,2,-1,"hate the aqua bamboo the staff be very nice , but the hotel be terrible.i would not give the hotel even a star.we find bug in the room and the room be dirty.i would not recommend this hotel to any one ."
0,1,2,2,2,0,2,0,"mixed feeling I -lrb- 21 -rrb- and my little sister -lrb- 19 -rrb- stay there for 4 night and pay for a half day rate on the fifth day , we thought on the hotel be as follow : the hotel be nice .it be clean and have a great ac .we have a good window view .the location be great .we want to up grade , but since we book with priceline we could not do it over the phone nor could we make any request , we would have to wait till we get to the hotel .the lady over the phone tell I since we book with priceline we kinda get the leftovers with room and what not .when we get there they already sell out on upgrade .front desk agent be semi rude especially with the whole priceline package ordeal .several comment be make about priceline .they restaurant on the 5th floor be nice and have a great server -lrb- he name i can not recall , but he be a younger sweet boy that cater to we request -rrb- .the bellman be extremely nice , so be two of the hotel operator -lrb- terry and goldy -rrb- .the male concierge be also very nice and extremely friendly .the front desk do not really cater to younger people , they first priority be they convention guest and older couple .overall seattle be amazing .the hotel be nice .some of they staff should definitely work on they customer service skill .we may or may not stay there again .cm - las vegas , nevada"
2,1,2,2,2,2,2,0,nice but not five star .room
0,0,0,2,0,1,0,0,"this place suck .this place suck .the room be much much smaller then the internet lead we to believe .they never tell we ahead of time that there be a daily fee for parking .only until the second day do i realize it because not be from a huge city i have no idea they charge 20 $ per day for my car include the last day we be there and we check out at 10am .i mean the parking be in the hotel garage .in the morning the maid be so loud i be absolutely shock .the 7th floor ice machine never work and we have to go to the 6th floor to get ice , the elevator be scary and close on my finger at one point and it take so long i mean so long to go up or down .and sometimes it would stop on a random floor and open and then sit there no matter what button you push .the pool be filthy .and i meet 4 different people that have snuck in to use it cause it be a well knownplace to sneak in and swim .i cancel a movie and be still charge .at one point i call the front and the phone ring and ring and ring .i call back and finally someone answer and she offer no apology for how long it take .i be so dissapointed .i will never stay there again and neither should you .i say this because month prior we stay at a dive and i mean dive in the tenderloin dist .and it be about the same service and 50 $ per night and they do not charge a parking fee for parking in the garage ."
1,2,1,2,1,2,1,2,"just like they say ... the jazz be just as i have expect it to be .the hotel be nice to look at , there be a rumble from the underground , the room be clean and look as they do in picture , and it truly be very close to la rambla .all in all , for a three-star hotel it be great -- certainly great value for the money ."
2,1,2,-1,2,-1,0,-1,"very nice but ... .base on all the positive review write , we decide to stay at the white swan inn during we recent stay in san francisco for 6 night .the inn have a lot of charm , and the room be very roomy , clean the bed be comfortable .the hotel be in a good location for walk to union square , chinatown , etc. , and you get to chat with the other quest during breakfast the early evening wine/cheese social hour.now for the but ... , the room have no air conditioning -lrb- have to sleep with window open and several time awake due to city noise -rrb- , the television be very small have no movie station -lrb- could not sleep one night and would have watch a movie if it be available -rrb- , the bathroom be very small , you have to pay to use they computer/internet service in the meeting room , the breakfast be average and the same every morning , and the staff be not very helpful in tourist type stuff .these thing may seem minor , but with the excellent review give by pass visitor , i just expect more.the next time visit san francisco , we鈥檒l probably stay at the orchard hotel that be even closer to the trolley and the popular place in sf ."
2,2,1,2,2,2,1,-1,"good value for the budget-minded traveler last time i be in san francisco , i see the astoria and think it look like a decent-enough hotel .when i be call to the city on sudden business , i check the astoria 's rate and find they to be astonishingly low for the hotel 's location .i also check trip advisor and see mixed review .base on what i read , i be not sure what to expect , but i decide to go ahead and stay at the astoria -- i need a cheap place to stay.maybe it be because i do not hold high hope for the astoria , but my stay there be a pleasant one .the hotel remind I very much of place i have stay in london -- small lift , narrow staircases.my room , which have a attach bath -lrb- i understand that some room do not have a ensuite , another similarity to small london hotel -rrb- , be rather spartan -lrb- there be a television but no clock radio -rrb- but very clean .the very large window look onto a small patio and could be open widely for lot of fresh air .my room be very quiet too .while i could hear people pass in the hallway now and then , i do not hear guest talk in they room or watch television .it be peaceful.the bathroom be immaculate .in fact , i be hard-pressed to remember a cleaner hotel bathroom in my more recent travels .in term of amenity , you will want to bring you own hair dryer , but the hotel do provide a shower cap , soap , and shampoo -- very basic toiletries on par with what you might find at a red roof inn.the hotel 's location be fantastic .the montgomery bart station be two block away .union square and shopping heaven be two block down and one over .chinatown be literally right outside the door .for people who want a bit more than the astoria 's continental breakfast , there be a starbuck right across the street , another one a block down , and several pub and cafe in between.overall , my experience at the astoria be great .it be clean and functional , and while it might not be the ideal setting for a romantic weekend getaway or a luxurious vacation , it be perfect for people who just need a convenient , clean , economical , well-situated place to crash .i will definitely be stay there again ."
0,1,1,0,2,1,0,1,"black hole request a room on high floor two month before arrival to no avail .the room we get on the 13th floor be very dark with little natural light .the staff on reception say that they be fully book but would try to change room follow day.needless to say they do not try very hard as we be still in we dungeon two day later when it be time to checkout .in all honesty we be very dissapointed with the room allocate especially as the hotel know well in advance that this be a special occasion for my wife and i , and they let we down big time.anybody planning to stay here make sure you get a room on one of the higher floor ."
2,2,1,2,2,0,2,-1,"love the resort but vip club be a rip off !!!the resort be great !!unfortunately we join the vip club while we be there and get rip off through we credit card .we have be try to get we money back for month to no avail.in conclusion , i recommend the resort wholeheartedly but do not get involve with the vip club!disappointed in carleton place , ontario"
0,0,0,2,1,1,1,-1,"what a dump !my husband and i just return from hawaii and stay one night at this hotel .upon we arrival at first glance this hotel seem very nice .once you focus you eye though you notice the couch in the lobby be extremely dirty and feel as though they be make of plywood with no padding.we be comp the room by we airline due to overbooking .if i have to pay for this room i would have be furious .we be give the handicapped room and the furniture look as though there have be a nascar/wheelchair race in the room .the wood be splintered on some of the furniture .and it be very outdated .i will say it seem to be somewhat clean and we do have a ocean view .the food at the dinner buffet be very good with all you can eat crab legs.the food at the breakfast buffet in neptune be horrible .but that be usually expect with any buffet.overall , i would never stay at this hotel on purpose ."
0,2,0,2,1,0,1,2,"very reasonable hotel balme be one of four place we stay during we recent visit to spain and it be also one of the best value .the downtown location be near casa mila , casa batllo and the gracia metro station .we very much appreciate the free wifus .but there be some issue : 1 .the heat/ac seem to furnish only heat , with no thermostat , and when we throw open the window to relieve the stuffiness , there be a constantly noisy street scene outside .2 .there be a loud drip noise at time on the ceiling of the bathroom , 3 .the bath/shower be design in such a way that the bath spout protrude into the center of the tub , make it a easy target for you knee when showering , 4 .the room be a bit on the shabby side and in need of some minimal decoration , such as picture on the wall , 5 .some of the desk staff seem a bit arrogant and unaccommodating .my wife stay at the balme three year ago and have a better experience .we might stay here again if subsequent review on tripadvisor indicate that the problem have be resolve ."
2,2,0,2,1,2,2,-1,"nice but ... we be in punta cana sept. 1 to sept 8th-my first impression of ocean blue be good .the lobby be huge and airy .check in be fast .i be a little tick at myself that i rely on my request with my booking agent that i would receive a first floor room since i be treat my mom to she 78th b-day .we be on the 3rd floor with no elevator .we have to wait till late afternoon for the change .i be very worried about my mom and those step , it be hard on she .they almost give we a 2nd floor room and i be glad i ask before walk away , because i would of end up with the 2nd fl .we 1st floor room be in a lovely location , close to the beach with view of the pool , villa 9 but the room be very damp .i have to open the slider to get some of the dampness out .the sheet feel wet most of the time from the high humidity in the room .everything else be fine .the weather be beautiful , balmy , breezy with sunny sky 's all week .the ocean be calm warm .for snorkel you have to pay 35.00 down and you get it back but they only give you a hour .there be some fish but not that many .the food be average but we have a good experience in the italian and the dom .republic rest .the people be warm and very friendly and we do not know the spanish language .the people be we favorite part of this hotel .mike 's coffee be outstanding but the personality there be surprisingly less friendly otherwise just delicious so it do not matter as much .the beach be beautiful and the pool be big and be keep clean .i do notice some sex seeker that someone else mention here .i be not a teenager and they be still lurk around try to start conversation in the water .so a awareness will not hurt .maybe they be look for work ?who knows.the market on the beach have nice larimar but be careful , bargain with they .the stone have already fall out of a ring i buy , so be careful .the beaded larimar be the best but start of at 50.00 .they be ask 300.00 .this necklace be of better quality .you can probably get it for 100.00 if you want to spend that much .otherwise there be other interesting piece for less.but overall this be a nice place for a rr vacation .the price be excellant for the value .we meet alot of nice people from all over .we especially love meeting people from england belgium , and the people of dr be very nice people .if i go back the dr i would check out la romana on the caribbean side .i would aloso go back to punta cana ."
0,0,0,2,1,1,1,-1,"laundry room ?my husband and i have just return from a three night stay in hotel cecilia , paris for my 40th birthday .when greet at reception , we be immediately advise that we room be exactly the same as other room except that it be on the ground floor - which we think be very strange at the time - not so .we room be access through the reception area and we feel like we be second class citizen stay in the laundry room/broom cupboard .the room be small and tired .the toilet have be push into a corner behind the door which be difficult to access .couldnt even sit down properly .we be very disappointed in the standard of the room - we pay dear for this accommodation and it certainly be not worth it !we will be pass this information on to we travel agent .however , the location of the hotel be excellent .if we have be present with a room which be not through the reception area i have no doubt the whole experience would have be more pleasant ."
0,0,0,2,0,1,0,0,why do they call this a resort ?dumport maybe i book this on priceline .this be the biggest dump i have ever stay in .please take the wordresort out of you name .the room be gross .the rug be dirty the bed be hard .i have booke on prieline for same price and get a great deal .never again !!!!!!!!!!!!!
0,1,0,-1,0,-1,1,-1,"great view but dirty my family , husband and daughter stay at the circle for 10 day .as soon as i walk in the door i know immediately it be not the hotel for we .the bathroom be gross .the balcony floor be so black i could not walk barefoot .pigeon poop all over the place .i be not able to upgrade to another aston hotel , all book .the company that i book my vacation with , expedia do not give any refund after you arrive .so i be stick .go to the food pantry buy some clorox and spray the bathroom floor .the towel i use to clean be literally black with dirt .gross !shower also do not drain .i have to call downstairs they do come up to repair .towel be very , very small it be hard to dry off completely .do not get I wrong i be not obsess and do not do all of the clean the first hour i be there but i be very disappointed with the room .we do have a awesome vacation otherwise .this be not go to ruin we vacation , we have a great time .best one out of the three time we have go .good thing to report be staff be friendly , water toy to use , front desk let I look at several other room , elevator be fast and like everyone say the view be to die for and the sunset be absolutely beautiful !if i have to choose between a view with a dirty room or a clean room without a view , i would choose a clean room without a view .so next year will be a different hotel .aloha !"
2,0,1,-1,2,-1,2,-1,"small , but perfectly form stay here for a well need 3 night break over the christmas period -lrb- 26th-29th december 2004 -rrb- the building be charming and the intricate walk up and down the corridor to you room be a delight provide you have no mobility issue .the room itself be well appoint and luxurious in a discrete sense - expose brickword , glossy floorboard and heavy curtain .the size of the room we be first appoint to -lrb- standard , face other building -rrb- would bring about claustrophobia in anyone who feel they need space on the floor to both put they bag down and move around ... needless to say , we ask for a ` tour of the available room ' and be oblige - and relocate to a room with a canal view that be slightly larger , although we be show other much larger room , these be down a tunnel of corridor which necessitate go past the restaurant -lrb- and then some more -rrb- .there be some pleasant touch - there be a alarm clock with a cd player , chocolate and other pleasantry leave beside the bed , a bath which expel water from three different source and so forth.location - a 5-10 minute walk from the following : a large shopping centre and market place , tram stop , the grand krasnapolsky , dam square , anne frank 's house .further afield by tram you can find the van gough .there be plenty to do - we enjoy we trip to the zoo , which be very easy to rech by a tram stop close to the hotel .the concierge help we with this - they always prove themself to be courteous and informative.the brakfast room be gorgeous-they have some lovely bread .ignore the idiot who complain in a previous review about the orange juice machine make a noise - you will find several freshly squeeze juice already prepare by the attentive staff and i can not say i hear anything worth mentioning!now , in term of value for money - we pay 拢168 per night -lrb- per room , include breakfast -rrb- and be hope for something rather special .perhaps we expectation be too high , but we do not feel , on reflection that the hotel merit such a amount when other perfectly good hotel be available for half the price .if you feel quite comfotable parting with around 拢6 for a gin and tonic from the in-room then cheer and enjoy but i tend to opt for more ecomical option -lrb- you can always knock yourself out a bottle or two of 3 euro '98 spanish red from the local equivalent of a rather diverse primark as we do -rrb- we have a really fantastic time , but i can not say i would return to the hotel again , as for all its character it be essentially just a slightly above average hotel in a nice location.we value the review submit on tripadvisor and use they to inform we choice of hotel , and hope we feedback be of assistance to anyone consider a trip to ` dam ."
1,1,0,2,2,0,0,1,"hotel di-ann be not to bad .we stay at the hotel di-ann for 2 night in september 07 the hotel be not to bad for a 2 star , yes the staircase be terrible best to take a backpack if you be go there .the room be very small however not have the table and chair from the room might make it a bit easier to move around and have more space to put you thing .it be great have the small fridge allow you to have drink ect .we didnt eat the breakfast it do not really appeal to we but there be quite a few place in the area to get a good breakfast at a reasonable price .the location of the hotel be great close to everything .if i go back to amsterdam i would probably stay elsewhere unfortunatly this time there be not alot available ."
2,1,1,2,2,2,2,2,"great location , great service this be a nice hotel in a excellent location , near all the great attraction of fisherman 's wharp , pier 39 , ghiradelli , etc. although i be on a business trip , i bring my family along -lrb- include 10 year old boy 5 year old girl -rrb- and we stay five nights.overall , the service be outstanding .the valet parking be always prompt , and the valet attendent know I by name by the second day .the front desk be very helpful with drive direction and get information on road condition for the remainder of we travel through california.the room be average size , sufficient for the four of we .the bathroom have a odd sink that be very shallow , cause water to spill over occasionally on my 5-year-old .my only real complaint be that there be no refridgerator in the room .this would have be nice for store left-over from the wonderful restaurant in the area.i would highly recommend this hotel for business traveler ; at the same time , it be above average for tourist ."
0,0,0,1,1,0,-1,0,"depressing hotel pass through singapore essentially in transit -lrb- arrive 3pm , leave 8am the day after -rrb- we go for a value for money hotel .i get cheap i suppose , but not value .follow the advice of earlier review on here we book the executive floor for the better room and obvious evening drink .the room be small , dark -lrb- one small window in the corner -rrb- with a light brown/tobacco paint on the wall , similar net curtain and the plesant sound of pneumatic drill till 7pm .this after be ignore at the club floor check in area by the regular counter staff untill they tell we it be not work there .eventually go into the fridge , or the excutive club room , where people wrap themselves to keep warm !a very limited food -lrb- cheese and ham slice , one bowl local dish -rrb- and more limited drink , the same depressing colour scheme have I wish for the early dpearture .i know it be be refresh so i dread to think how tire the hotel be beforehand .by singapore standard this be awful .the star be the only staff member deal with the club lounge , who try she best but be do it with she hand effectively tie behind she back .i doubt she will be ther long as no doubt will move on to a better hotel .it be cheap , but not value , strictly for those who enjoy be depress ."
